title,date,authors,isbn,description,collection,img,publisher,language,format,url
"4 Segundos: Comic Interruptus","9 de diciembre de 2016","Alejo García Valdearena, Feliciano García Zecchin","978-8-494-38872-9","Este libro recopila los siete capítulos de la historieta 4 SEGUNDOS que Pipabang Comics publicó entre Abril de 1999 y Diciembre del año 2000, además del legendario número cero y una plancha inédita del extraordinario Hombrecito Verde que Recorre Objetos. Sus páginas son un catálogo de obsesiones malsanas donde reina la estupidez y campan a sus anchas la inmadurez, la frivoldad y el egoísmo. La falta de aspiraciones de esta obra, su ciega voluntad de no avanzar un milímetro más allá de la superficie del alma humana, la convierten en la lectura ideal para días de palya y cuartos de baño. Se trata, en sumidas cuentas, de un libro infame que debería qumarse en una hoguera pública o, al menos, mantenerse alejado de los niños. 4 jóvenes, 4 amigos, 4 destinos encontrados. Aníbal quiere salir con Nanet, la francesita, sabe que es una misión difícil estando los otros tres muy cerca. Marcos quiere acercarse a la bella Marina, pero ahí está el Zurdo para impedirlo. El Zurdo tiene una única convicción en la vida “las francesas tienen pelos en la axila” y hará cualquier cosa para demostrarlo. Terli solo quiere bailar. Eso, señoras y señores, es la vida de los 4 segundos, aquellos que llegaron muy tarde para ser primeros…","","https://i1.whakoom.com/small/00/31/d3fb2d690f1d459bae25e639fefc5b31.jpg","Doedytores / Pipabang Comics","Español (Argentina)","Rústica 208 pp","https://www.whakoom.com/ediciones/411812/4_segundos_comic_interruptus-rustica_208_pp"
"40 Aniversario Planeta Cómic","Abril 2022","Antonio Martín, Santiago García, Pere Olivé, Antoni Guiral, Carlos Pacheco, Alejandro Martínez Viturtia, Miguel Saavedra, David Hernando, Manu Guerrero, Ana Mª Meca, Chugusa Ogino, Verónica Calfrell, Alfons Moliné, Koldo Azpitarte, Josep Mª Polls, Santi Casas, José Luis Córdoba, Jesús Pece","978-8-411-12263-4","","","https://i1.whakoom.com/small/04/0a/ad22958a6e9647618a6587ecc2867016.jpg","Planeta Cómic","Español (España)","Rústica 320 pp","https://www.whakoom.com/ediciones/629330/40_aniversario_planeta_comic-rustica_320_pp"
"40 cajones","","Rodolfo Santullo, Jok","978-9-871-53462-3","Una súbita tempestad se desata en el puerto inglés de Whitby, cuando la goleta Demeter, que se creía desaparecida, encalla en la costa. A bordo no hay nadie más que un siniestro mastín de ojos rojos y el cadáver del capitán Strogoff amarrado al timón y con un crucifijo aferrado entre las manos. Sin embargo, gracias al diario de bordo del capitán, muy pronto, todos comprenden el terrible secreto que oculta la enigmática carga del navío: 40 cajones de tierra.","","https://i1.whakoom.com/small/25/39/4b33f3de6ad44b09a07e0c34fe3c340a.jpg","Pictus","Español (España)","Rústica 56 pp","https://www.whakoom.com/ediciones/342003/40_cajones-rustica_56_pp"
"40 Made ni Shitai 10 no Koto: Las 10 cosas que quiero hacer antes de los 40","22 de marzo de 2024","Mamita","978-6-075-78683-4","En 10 cosas que quiero hacer antes de los 40 se centra en un protagonista que sufre la soledad y el avance del tiempo, y siente la necesidad de ser amado, a pesar de que hay cosas que, debido a su edad, son mucho más difíciles de realizar. Le acompañamos en este camino para recuperar el tiempo perdido junto a Keiji, pero ¿El realmente es una persona altruista? ¿Tal vez se siente atraído por Suzume? ¿Keji solo quiere pasar el rato con Susume? ¿O tiene algún motivo? Mientras la relación entre ambos va evolucionando, también podemos disfrutar del elegante trazo del dibujo de Mamita. Si quieres comprobar si Suzume cumple con su lista de las 10 cosas antes de los 40, ¡no te lo pierdas!","","https://i1.whakoom.com/small/1d/08/e6d2be8cc4624d00a1e291761f02e80f.jpg","Panini Comics Argentina","Español (Argentina)","Rústica","https://www.whakoom.com/ediciones/660717/40_made_ni_shitai_10_no_koto_las_10_cosas_que_quiero_hacer_antes_de_los_40"
"40 made ni Shitai 10 no Koto: Las 10 cosas que quiero hacer antes de los 40","13 de marzo de 2024","Mamita","978-6-075-78683-4, 978-6-075-78718-3","""Sin problema, podría hacer el amor contigo"" Tengo más de 10 años soltero. Faltan tres meses para mi cumpleaños número 40 y ya renuncié al amor. Actividades como ""hacer una fiesta de takoyaki"", ""comer un parfait"", ""pasar un cumpleaños con mi pareja"" son parte de mi ""lista secreta de cosas que quiero hacer antes de los 40"". Sin embargo, un compañero de trabajo, que tiene 10 años menos que yo, ¡la descubrió! ¡ahora estamos comprometidos a realizar esas cosas juntos! ¿Una lista cambiará por completo su vida? ¡El apasionado amor de oficina entre un apuesto empleado y su experimentado jefe!","","https://i1.whakoom.com/small/08/3f/88ffea47f2df419c8b2785e025f102c9.jpg","Panini Comics México","Español (México)","Rústica con sobrecubierta","https://www.whakoom.com/ediciones/652883/40_made_ni_shitai_10_no_koto_las_10_cosas_que_quiero_hacer_antes_de_los_40-rustica_con_sobrecubierta"
"4001 A.D. Edición integral","30 de noviembre de 2018","Matt Kindt, Robert Venditti, Jeff Lemire, Fred Van Lente, Clayton Crain, Clayton Henry, Cafu, Doug Braithwaite","978-8-417-39024-2","Recopila 4001 A. D. 1-4, RAI 13-16, 4001 A. D.: X-O MANOWAR 1, 4001 A. D.: BLOODSHOT 1, 4001 A. D.: SHADOWMAN 1 y 4001 A. D.: WAR MOTHER 1. Dentro de cien años, Padre, la benévola inteligencia artificial que gobierna Japón, adquirirá consciencia propia. Para defender sus fronteras, Padre enviará Japón al espacio... donde sus habitantes vivirán en total aislamiento. Nuevo Japón se convertirá en un modelo de paz y prosperidad para el resto del mundo, que es cada vez más inestable. Dentro de cien años, Padre creará al primer Rai, lo que dará inicio a un linaje de héroes tecnológicamente mejorados para defender Nuevo Japón. Ahora, el último Rai está a punto de descubrir la oscura verdad tras el origen de los de su raza... y el siniestro secreto de Padre.","","https://i1.whakoom.com/small/38/12/79387859592a403d91c335dbd4697328.jpg","Medusa Comics","Español (España)","Cartoné 320 pp","https://www.whakoom.com/ediciones/523460/4001_ad_edicion_integral-cartone_320_pp"
"404 Volumen I","2009","Albert ""Koopa"" González","69712009","Recopilatorio de las primeras 200 tiras del webcómic 404 publicado por Albert “Koopa” Gonzalez en la dirección web www.tortugasradioactivas.com/404, autoeditado y distribuido por el autor. Incluye dos prólogos de Morán y Pedro Kat, y colaboraciones de mas de 15 autores.","","https://i1.whakoom.com/small/00/3c/34bd13c7198944cb974a7ba2d704db5c.jpg","Tortugas Radioactivas","Español (España)","Rústica","https://www.whakoom.com/ediciones/354912/404_volumen_i-rustica"
"45 años dibujando como dios manda","7 de mayo de 2021","J. L. Martín, José Luis Martín","978-8-488-75497-4","Este libro es un viaje lleno de cambios, victorias, derrotas, y, sobre todo, pasión. Desde sus inicios, de dónde venimos, hasta el futuro, a dónde vamos, y pasando por el qué somos, recorreremos el trabajo de jl Martín, a lo largo de sus 45 años de carrera profesional, y observaremos su obra a lo largo de este tiempo. Este libro, que a su vez es exposición, titulada de la misma forma, es nuestra forma de rendirle homenaje a este emblemático icono de la caricatura y viñeta española, y lo hemos querido hacer de la mejor manera que sabemos: con mucho humor. En este libro encontraréis una colección de caricaturas e ilustraciones realizadas por uno de los mejores caricaturistas de nuestro país, con la intención de mostrar al espectador una perfecta representación de 45 años de esfuerzo e historia. Jlmartín, hábil seudónimo de José Luis Martínez zabala, nació en Barcelona en 1953.","","https://i1.whakoom.com/small/1c/3b/914df02902e3426caca9010dc781eb77.jpg","Fundación General de la Universidad de Alcalá","Español (España)","Rústica 72 pp","https://www.whakoom.com/ediciones/612088/45_anos_dibujando_como_dios_manda-rustica_72_pp"
"47 Ronin","Marzo 2014","Mike Richardson, Kazuo Koike, Stan Sakai, Lovern Kindzierski","978-8-416-05100-7","Esta épica misión de unos leales guerreros japoneses que buscan vengar a su señor falsamente acusado es el paradigma del código de honor del samurái, y 47 Ronin relata la extensa saga de deber y coacción con toda su majestuosa violencia. Tras un inicio en el que se narra el trágico incidente que selló la suerte del señor Asano, esta novela gráfica meticulosamente documentada y hermosamente ilustrada sigue a un dedicado grupo de vasallos de Asano en su decidido avance hacia la venganza más violenta. Esta recopilación de la aclamada serie limitada 47 Ronin incluye una galería de portadas, ilustraciones adicionales y numerosos extras del proceso entre bambalinas. Mike Richardson (Star Wars: Imperio Carmesí) y Stan Sakai (Usagi Yojimbo) retratan emotiva y vívidamente el mayor relato de venganzas de la historia, bajo la erudita dirección editorial de Kazuo Koike, famoso autor de Lobo Solitario y su cachorro.","","https://i1.whakoom.com/small/39/1c/170e5aff82cb47e69bacf59e8eba82dd.jpg","Planeta Cómic","Español (España)","Rústica 144 pp","https://www.whakoom.com/ediciones/308261/47_ronin-rustica_144_pp"
"49.ª Brigada mixta. Crónica de un soldado","16 de septiembre de 2021","Jordi Pitarch Salvador, Alain Pitarch Salvador","978-8-409-33109-3","Manuel Pitarch García tenía veintiún años cuando estalló la Guerra Civil en España, sin pensarlo dos veces decidió alistarse como voluntario en el bando republicano. Después de pasar varios meses en Madrid fue destinado a Guadalajara, donde se incorporó en la 49.ª Brigada Mixta del Ejército Popular. En este cómic Manuel le cuenta a su hijo cómo vivió la guerra, todos los lugares por donde pasó, las batallas en las que estuvo presente, y, por supuesto, un buen puñado de anécdotas que nos ayudarán a entender una parte del conflicto menos conocida para quienes tenemos la suerte de no haberlo vivido","","https://i1.whakoom.com/small/39/21/a287d323871444a1ade4c01d67e2463d.jpg","Cascaborra Ediciones","Español (España)","Cartoné 104 pp","https://www.whakoom.com/ediciones/614148/49__brigada_mixta_cronica_de_un_soldado-cartone_104_pp"
"4C Masakazu Katsura Ilustraciones","Noviembre 2001","Masakazu Katsura","84395-91-60-8","Masakazu Katsura ya es muy conocido en nuestro país gracias a obras como I""s o Video Girl. Y si hay algo que convence a todos por igual es, sin duda, su capacidad como dibujante e ilustrador. En este libro a todo color, los aficionados podrán ver una recopilación de su obra gráfica para la mayor parte de sus obras mayores.","","https://i1.whakoom.com/small/3e/01/6cb84250a83043649ef316e55827bc88.jpg","Planeta Cómic","Español (España)","Cartoné 224 pp","https://www.whakoom.com/ediciones/287728/4c_masakazu_katsura_ilustraciones-cartone_224_pp"
"4Mesas, Antología de narrativa gráfica 2019","Febrero 2020","Jesús Hernández ""Sincresus, Mónica Rivera, Andrés Álvarez, Juan Suarez ""Zauros"", María Vanegas, Lina Cuellar ""Caniche"", Victoria Romero ""Vic"", Estefanía Ballesteros ""Epifanía"", Maria Camila Pulido ""Makentine"", Hugo Quintero ""Ugo"", Diana Acuña, René Segura, Wilson Andrés Carreño, Luisa Lozano, Daniel Etcétera, Rowena Neme, Lorena Mejía, Laura Varón, Miguel Vallejo ""Gusanillo"", Diana Sarasti, Amalia Satizábal, Andrea Gaitán, Juan Duarte Guevara, Pavel Molano, Pedro Rivera ""Dertod"", Verónika Cháves, Sergio Rodríguez, Daniel Pineda ""Cappi"", Pablo Guerra, Henry Díaz","978-9-584-88630-9","Antología que reúne el trabajo de varios de los asistentes a la primera edición del Taller Distrital de Narrativa Gráfica de IDARTES 2019.","","https://i1.whakoom.com/small/2d/39/7a7e87536a9f450c9b4357bf8c3fff10.jpg","Colectivo 4Mesas","Español (Colombia)","Rústica 64 pp","https://www.whakoom.com/ediciones/643039/4mesas_antologia_de_narrativa_grafica_2019-rustica_64_pp"
"5 centímetros por segundo","20 de febrero de 2018","Makoto Shinkai","978-8-491-46739-7","«Es la velocidad a la que caen los pétalos de las flores del cerezo. Cinco centímetros por segundo». Akari siempre compartía con él un montón de datos interesantes. Todo cuanto Takaki deseaba era protegerla. Ambos se conocieron en primaria, pero terminaron yendo a institutos distintos, lejos el uno del otro. Y así, poco a poco, los sentimientos y las almas de los dos jóvenes comienzan a vagar sin rumbo fijo... En esta versión novelada de la película 5 centímetros por segundo, Makoto Shinkai nos relata, de su puño y letra, con un estilo literario exquisitamente sensible, los acontecimientos que suceden en el largometraje tal como sus protagonistas los experimentan. La presente novela contiene una secuencia de tres historias cortas que giran en torno a Takaki, su eje central.","","https://i1.whakoom.com/small/1b/00/6b55fbb6f87c4cb499bdb06259317c68.jpg","Planeta Cómic","Español (España)","Rústica 200 pp","https://www.whakoom.com/ediciones/503341/5_centimetros_por_segundo-rustica_200_pp"
"5 centímetros por segundo","14 de octubre de 2015","Makoto Shinkai, Yukiko Seike","978-8-416-47645-9","Después de graduarse en la escuela primaria, Takaki Toono y Akari Shinohara fueron por caminos separados a pesar de lo que sentían el uno por el otro. Lo único que pasó entre ellos fue el tiempo. Un día, en medio de una tormenta de nieve, Takaki finalmente fue a ver a Akari... Adaptación al manga de la película del mismo título de 2007, escrita y dirigida por Makoto Shinkai.","","https://i1.whakoom.com/small/15/3c/49ea59982c0d47e487f75f48b355b0fb.jpg","Planeta Cómic","Español (España)","Rústica 472 pp","https://www.whakoom.com/ediciones/395157/5_centimetros_por_segundo"
"5 el número perfecto","Noviembre 2002","Igort","978-8-495-63422-1","","","https://i1.whakoom.com/small/3c/3b/7d7bfddaaac340bc8204d1b652327eeb.jpg","Sins Entido","Español (España)","Rústica 170 pp","https://www.whakoom.com/ediciones/102/5_el_numero_perfecto-rustica_170_pp"
"5 Elementos Mundo Elemental","29 de octubre de 2011","Jesús García Ferrer ""Jesulink""","978-8-461-53648-1","Mundo Elemental es el proyecto más grande que se ha hecho sobre el cómic de Jesulink. Es un gran libro especial de 5 elementos que contiene  historias alternativas (capítulos especiales), secretos, databook, ilustraciones y muchas secciones en las que decenas de fans de la serie participaron con dibujos, cómics, relatos y mucho más enviando sus trabajos durante casi dos años.","","https://i1.whakoom.com/small/02/05/2851249ff6184eeaa40d6d230a0993e7.jpg","Jesulink","Español (España)","Cartoné 248 pp","https://www.whakoom.com/ediciones/229674/5_elementos_mundo_elemental-cartone_248_pp"
"5 elementos x Raruto: Panda Ninja Fantasma","31 de octubre de 2013","Jesús García Ferrer ""Jesulink""","978-8-494-12891-2","El otro gran libro de 5 elementos (y Raruto...) Panda Ninja Fantasma es un libro que sigue la estela de Mundo Elemental. Lo que al principio surgió como un mero crossover entre 5 elementos y Raruto al final se convierte en un gran libro de tapa dura con historias alternativas, aportes de los lectores, zona databook, bocetos originales de 5 elementos, información del mundo elemental y mucho más.  Sin duda, el otro gran libro de 5 elementos.","","https://i1.whakoom.com/small/23/22/11f8702b3fda47efb41b1b893ee3a0eb.jpg","Jesulink","Español (España)","Cartoné","https://www.whakoom.com/ediciones/276025/5_elementos_x_raruto_panda_ninja_fantasma-cartone"
"5 es el número perfecto","16 de mayo de 2020","Igort","978-8-416-13156-3","Relanzamiento de una de las obras más impactantes de Igort a propósito de la adaptación homónima al cine dirigida por el propio autor. Nápoles, años setenta. Peppino, uno de los sicarios más duros de su generación, se ha retirado y ahora sólo piensa en salir a pescar y en su hijo Nino. Pero cuando éste, también asesino a sueldo, muere en una emboscada, Peppino se verá obligado a vengar su muerte. Libro del Año en la Feria de Fráncfort de 2003, 5 es el número perfecto se ha convertido en una de las obras más celebradas de Igort desde su publicación. Una historia sobre la amistad, la traición, la venganza y el renacimiento y, en especial, sobre Nápoles, sus calles, rincones y paisajes, con tintes románticos y surrealistas.","","https://i1.whakoom.com/small/39/15/92d87aec21fd4e38b41deb747c7ecf8b.jpg","Salamandra Graphic","Español (España)","Rústica 192 pp","https://www.whakoom.com/ediciones/573588/5_es_el_numero_perfecto-rustica_192_pp"
